DATE,RELACBW027SBOG
1995-05-03,1024.2795
1995-05-10,1025.1186
1995-05-17,1026.7857
1995-05-24,1029.9136
1995-05-31,1030.8509
1995-06-07,1031.7973
1995-06-14,1032.7356
1995-06-21,1036.5165
1995-06-28,1038.4428
1995-07-05,1039.9922
1995-07-12,1043.1023
1995-07-19,1045.7057
1995-07-26,1046.4243
1995-08-02,1047.3604
1995-08-09,1046.4555
1995-08-16,1048.6721
1995-08-23,1051.2354
1995-08-30,1051.5109
1995-09-06,1051.267
1995-09-13,1053.4109
1995-09-20,1056.1883
1995-09-27,1057.1391
1995-10-04,1056.1421
1995-10-11,1056.0419
1995-10-18,1056.1807
1995-10-25,1058.2694
1995-11-01,1058.3355
1995-11-08,1059.7562
1995-11-15,1059.9941
1995-11-22,1061.6297
1995-11-29,1060.1292
1995-12-06,1060.0854
1995-12-13,1060.4989
1995-12-20,1063.907
1995-12-27,1062.7023
1996-01-03,1064.0622
1996-01-10,1067.0802
1996-01-17,1067.6907
1996-01-24,1069.3912
1996-01-31,1070.6797
1996-02-07,1068.4033
1996-02-14,1069.7573
1996-02-21,1073.3705
1996-02-28,1074.2674
1996-03-06,1074.4896
1996-03-13,1076.8814
1996-03-20,1078.9713
1996-03-27,1080.1577
1996-04-03,1076.4439
1996-04-10,1077.4831
1996-04-17,1080.7446
1996-04-24,1080.9684
1996-05-01,1079.77
1996-05-08,1079.6124
1996-05-15,1081.7563
1996-05-22,1083.6919
1996-05-29,1082.0541
1996-06-05,1081.9211
1996-06-12,1084.5235
1996-06-19,1086.2507
1996-06-26,1086.952
1996-07-03,1084.0044
1996-07-10,1084.1956
1996-07-17,1077.8563
1996-07-24,1080.1921
1996-07-31,1080.0645
1996-08-07,1084.4198
1996-08-14,1087.6324
1996-08-21,1092.6062
1996-08-28,1091.7898
1996-09-04,1091.9511
1996-09-11,1094.6148
1996-09-18,1092.6317
1996-09-25,1099.404
1996-10-02,1102.0861
1996-10-09,1102.4539
1996-10-16,1104.3525
1996-10-23,1106.1188
1996-10-30,1105.8019
1996-11-06,1104.5781
1996-11-13,1105.5986
1996-11-20,1114.3075
1996-11-27,1116.0907
1996-12-04,1120.2313
1996-12-11,1119.1665
1996-12-18,1122.918
1996-12-25,1124.0601
1997-01-01,1128.7693
1997-01-08,1127.2919
1997-01-15,1127.5415
1997-01-22,1130.9572
1997-01-29,1133.6338
1997-02-05,1132.8219
1997-02-12,1133.6253
1997-02-19,1135.557
1997-02-26,1135.7462
1997-03-05,1143.4398
1997-03-12,1146.2874
1997-03-19,1147.8136
1997-03-26,1150.522
1997-04-02,1151.8572
1997-04-09,1157.2122
1997-04-16,1158.7588
1997-04-23,1162.6766
1997-04-30,1167.0813
1997-05-07,1166.9441
1997-05-14,1168.2103
1997-05-21,1173.9208
1997-05-28,1176.3309
1997-06-04,1180.3092
1997-06-11,1181.5997
1997-06-18,1184.2521
1997-06-25,1185.5944
1997-07-02,1187.2366
1997-07-09,1187.3407
1997-07-16,1189.0116
1997-07-23,1193.3525
1997-07-30,1193.85
1997-08-06,1193.0662
1997-08-13,1191.8794
1997-08-20,1198.2149
1997-08-27,1198.8182
1997-09-03,1203.242
1997-09-10,1206.0168
1997-09-17,1207.6843
1997-09-24,1208.2605
1997-10-01,1213.8654
1997-10-08,1214.1814
1997-10-15,1212.3657
1997-10-22,1214.6738
1997-10-29,1214.4829
1997-11-05,1217.3365
1997-11-12,1219.9683
1997-11-19,1217.5529
1997-11-26,1218.4624
1997-12-03,1217.5115
1997-12-10,1220.4731
1997-12-17,1220.9574
1997-12-24,1221.7605
1997-12-31,1221.6372
1998-01-07,1223.1925
1998-01-14,1221.4767
1998-01-21,1225.9797
1998-01-28,1226.2572
1998-02-04,1228.8166
1998-02-11,1235.7627
1998-02-18,1238.3596
1998-02-25,1241.6265
1998-03-04,1245.3086
1998-03-11,1249.6748
1998-03-18,1251.5303
1998-03-25,1254.6077
1998-04-01,1260.8406
1998-04-08,1260.9424
1998-04-15,1258.2079
1998-04-22,1255.7361
1998-04-29,1261.6427
1998-05-06,1261.6003
1998-05-13,1260.9432
1998-05-20,1256.3077
1998-05-27,1261.5239
1998-06-03,1260.2211
1998-06-10,1257.8167
1998-06-17,1260.5133
1998-06-24,1263.0661
1998-07-01,1265.1266
1998-07-08,1265.9023
1998-07-15,1264.1528
1998-07-22,1263.8214
1998-07-29,1268.0251
1998-08-05,1270.506
1998-08-12,1273.847
1998-08-19,1267.1965
1998-08-26,1273.0197
1998-09-02,1276.0957
1998-09-09,1274.1266
1998-09-16,1273.2809
1998-09-23,1274.3474
1998-09-30,1278.141
1998-10-07,1278.7229
1998-10-14,1278.3168
1998-10-21,1279.5666
1998-10-28,1287.7605
1998-11-04,1295.8012
1998-11-11,1300.3115
1998-11-18,1296.4034
1998-11-25,1303.5985
1998-12-02,1309.2413
1998-12-09,1315.9858
1998-12-16,1308.1909
1998-12-23,1308.2676
1998-12-30,1314.1323
1999-01-06,1316.2306
1999-01-13,1322.1213
1999-01-20,1317.3527
1999-01-27,1315.1209
1999-02-03,1320.9643
1999-02-10,1322.6606
1999-02-17,1320.8221
1999-02-24,1317.1229
1999-03-03,1323.0649
1999-03-10,1328.0464
1999-03-17,1328.4838
1999-03-24,1324.5626
1999-03-31,1328.0984
1999-04-07,1331.6019
1999-04-14,1330.1951
1999-04-21,1335.974
1999-04-28,1331.3125
1999-05-05,1334.7373
1999-05-12,1341.6446
1999-05-19,1343.6924
1999-05-26,1341.1004
1999-06-02,1345.0893
1999-06-09,1347.5646
1999-06-16,1348.8885
1999-06-23,1348.4598
1999-06-30,1345.549
1999-07-07,1345.8845
1999-07-14,1349.3865
1999-07-21,1359.1798
1999-07-28,1360.0838
1999-08-04,1362.3602
1999-08-11,1365.7726
1999-08-18,1372.2949
1999-08-25,1371.996
1999-09-01,1374.0424
1999-09-08,1374.4469
1999-09-15,1377.139
1999-09-22,1400.5034
1999-09-29,1402.5806
1999-10-06,1403.3512
1999-10-13,1408.6626
1999-10-20,1410.9097
1999-10-27,1411.8107
1999-11-03,1414.5487
1999-11-10,1416.6903
1999-11-17,1422.3605
1999-11-24,1425.7802
1999-12-01,1431.5009
1999-12-08,1449.2746
1999-12-15,1457.0983
1999-12-22,1466.8242
1999-12-29,1469.8085
2000-01-05,1474.9709
2000-01-12,1479.5099
2000-01-19,1487.4257
2000-01-26,1485.2326
2000-02-02,1482.041
2000-02-09,1481.7045
2000-02-16,1487.9825
2000-02-23,1497.3708
2000-03-01,1507.6722
2000-03-08,1507.9072
2000-03-15,1517.2394
2000-03-22,1524.4757
2000-03-29,1522.9898
2000-04-05,1531.9693
2000-04-12,1534.8424
2000-04-19,1542.0243
2000-04-26,1548.2493
2000-05-03,1554.3895
2000-05-10,1557.5525
2000-05-17,1563.1107
2000-05-24,1571.2413
2000-05-31,1574.9233
2000-06-07,1576.2701
2000-06-14,1580.8791
2000-06-21,1589.0557
2000-06-28,1594.0026
2000-07-05,1592.4468
2000-07-12,1595.3077
2000-07-19,1601.8977
2000-07-26,1605.4826
2000-08-02,1607.3067
2000-08-09,1605.0682
2000-08-16,1610.5213
2000-08-23,1618.4069
2000-08-30,1619.6807
2000-09-06,1619.3056
2000-09-13,1621.8457
2000-09-20,1628.8659
2000-09-27,1627.8249
2000-10-04,1620.6975
2000-10-11,1621.0487
2000-10-18,1622.4687
2000-10-25,1621.9362
2000-11-01,1627.5296
2000-11-08,1628.0845
2000-11-15,1629.6796
2000-11-22,1636.5282
2000-11-29,1635.6625
2000-12-06,1639.9311
2000-12-13,1635.512
2000-12-20,1640.301
2000-12-27,1642.1293
2001-01-03,1638.2416
2001-01-10,1637.8892
2001-01-17,1638.6303
2001-01-24,1645.4484
2001-01-31,1654.0633
2001-02-07,1647.6554
2001-02-14,1649.3143
2001-02-21,1657.6467
2001-02-28,1668.1759
2001-03-07,1666.623
2001-03-14,1661.6523
2001-03-21,1672.1247
2001-03-28,1674.3621
2001-04-04,1677.0655
2001-04-11,1682.9122
2001-04-18,1683.2381
2001-04-25,1681.7786
2001-05-02,1690.2308
2001-05-09,1693.3551
2001-05-16,1693.6485
2001-05-23,1694.6801
2001-05-30,1702.1449
2001-06-06,1700.6785
2001-06-13,1696.3667
2001-06-20,1698.8231
2001-06-27,1705.0065
2001-07-04,1698.9179
2001-07-11,1701.866
2001-07-18,1703.3887
2001-07-25,1702.5193
2001-08-01,1703.9037
2001-08-08,1699.2985
2001-08-15,1702.1301
2001-08-22,1704.2156
2001-08-29,1705.7973
2001-09-05,1707.2834
2001-09-12,1713.0476
2001-09-19,1717.8492
2001-09-26,1718.6455
2001-10-03,1708.1233
2001-10-10,1711.5709
2001-10-17,1714.2796
2001-10-24,1713.2003
2001-10-31,1724.2186
2001-11-07,1727.5252
2001-11-14,1733.5175
2001-11-21,1739.5304
2001-11-28,1742.7853
2001-12-05,1754.5501
2001-12-12,1769.9207
2001-12-19,1759.0248
2001-12-26,1751.8424
2002-01-02,1754.6779
2002-01-09,1752.1951
2002-01-16,1756.4693
2002-01-23,1760.2322
2002-01-30,1760.7979
2002-02-06,1765.608
2002-02-13,1767.4898
2002-02-20,1770.8691
2002-02-27,1766.4516
2002-03-06,1764.9233
2002-03-13,1768.1952
2002-03-20,1775.1288
2002-03-27,1778.4202
2002-04-03,1778.1855
2002-04-10,1782.9032
2002-04-17,1780.7074
2002-04-24,1785.4336
2002-05-01,1784.0889
2002-05-08,1784.7504
2002-05-15,1788.1114
2002-05-22,1794.5561
2002-05-29,1794.9677
2002-06-05,1802.1974
2002-06-12,1812.9478
2002-06-19,1820.8508
2002-06-26,1823.5251
2002-07-03,1825.5425
2002-07-10,1830.5124
2002-07-17,1832.5749
2002-07-24,1843.1443
2002-07-31,1845.2961
2002-08-07,1850.5736
2002-08-14,1862.6939
2002-08-21,1867.6449
2002-08-28,1877.3349
2002-09-04,1881.5096
2002-09-11,1891.356
2002-09-18,1901.9146
2002-09-25,1903.3159
2002-10-02,1927.1105
2002-10-09,1940.1459
2002-10-16,1942.0061
2002-10-23,1944.087
2002-10-30,1955.2711
2002-11-06,1968.7683
2002-11-13,1982.7808
2002-11-20,1971.157
2002-11-27,1983.5913
2002-12-04,1993.1582
2002-12-11,2010.7255
2002-12-18,2008.763
2002-12-25,2011.8139
2003-01-01,2021.7591
2003-01-08,2028.2935
2003-01-15,2030.8803
2003-01-22,2036.0546
2003-01-29,2045.1835
2003-02-05,2057.9362
2003-02-12,2069.1332
2003-02-19,2067.4835
2003-02-26,2074.0795
2003-03-05,2081.4714
2003-03-12,2093.4505
2003-03-19,2083.9247
2003-03-26,2078.3829
2003-04-02,2086.984
2003-04-09,2103.0749
2003-04-16,2107.2775
2003-04-23,2108.0829
2003-04-30,2116.9168
2003-05-07,2130.8071
2003-05-14,2135.1759
2003-05-21,2130.9895
2003-05-28,2126.2548
2003-06-04,2141.1343
2003-06-11,2154.4241
2003-06-18,2147.8855
2003-06-25,2142.7939
2003-07-02,2168.5443
2003-07-09,2173.7204
2003-07-16,2170.7291
2003-07-23,2172.2105
2003-07-30,2189.7918
2003-08-06,2214.8953
2003-08-13,2214.7443
2003-08-20,2221.1536
2003-08-27,2221.6772
2003-09-03,2236.5902
2003-09-10,2247.3966
2003-09-17,2239.7931
2003-09-24,2221.4636
2003-10-01,2227.5434
2003-10-08,2227.2227
2003-10-15,2224.2168
2003-10-22,2201.5368
2003-10-29,2194.2014
2003-11-05,2204.8593
2003-11-12,2204.5424
2003-11-19,2198.691
2003-11-26,2198.2724
2003-12-03,2198.1529
2003-12-10,2203.4759
2003-12-17,2204.273
2003-12-24,2208.1409
2003-12-31,2219.8027
2004-01-07,2216.8594
2004-01-14,2218.939
2004-01-21,2229.4559
2004-01-28,2234.461
2004-02-04,2238.241
2004-02-11,2245.8648
2004-02-18,2255.9394
2004-02-25,2257.7798
2004-03-03,2265.5668
2004-03-10,2275.6869
2004-03-17,2288.6774
2004-03-24,2293.9832
2004-03-31,2311.5734
2004-04-07,2318.5662
2004-04-14,2341.6828
2004-04-21,2352.6822
2004-04-28,2354.1114
2004-05-05,2367.6241
2004-05-12,2383.1557
2004-05-19,2383.9314
2004-05-26,2387.3782
2004-06-02,2398.0743
2004-06-09,2404.6866
2004-06-16,2411.8493
2004-06-23,2415.0001
2004-06-30,2410.5177
2004-07-07,2402.9486
2004-07-14,2416.9689
2004-07-21,2419.0446
2004-07-28,2412.8369
2004-08-04,2415.9025
2004-08-11,2427.729
2004-08-18,2438.2365
2004-08-25,2443.7569
2004-09-01,2451.8116
2004-09-08,2449.3022
2004-09-15,2460.3658
2004-09-22,2477.3996
2004-09-29,2476.2793
2004-10-06,2481.1437
2004-10-13,2491.2459
2004-10-20,2496.6822
2004-10-27,2500.3649
2004-11-03,2510.4354
2004-11-10,2517.0316
2004-11-17,2529.2408
2004-11-24,2528.7583
2004-12-01,2533.6945
2004-12-08,2542.0094
2004-12-15,2550.9403
2004-12-22,2558.3597
2004-12-29,2560.6673
2005-01-05,2564.1995
2005-01-12,2573.8104
2005-01-19,2579.8282
2005-01-26,2581.1328
2005-02-02,2585.6534
2005-02-09,2588.525
2005-02-16,2595.5388
2005-02-23,2622.3375
2005-03-02,2632.5015
2005-03-09,2637.596
2005-03-16,2647.0898
2005-03-23,2657.824
2005-03-30,2662.0018
2005-04-06,2677.8823
2005-04-13,2674.3826
2005-04-20,2687.2233
2005-04-27,2685.3317
2005-05-04,2683.094
2005-05-11,2685.4826
2005-05-18,2692.8876
2005-05-25,2703.9044
2005-06-01,2712.0452
2005-06-08,2717.0574
2005-06-15,2727.2742
2005-06-22,2743.4344
2005-06-29,2745.616
2005-07-06,2758.9044
2005-07-13,2770.4771
2005-07-20,2786.0166
2005-07-27,2792.1924
2005-08-03,2804.8416
2005-08-10,2809.6975
2005-08-17,2820.9968
2005-08-24,2831.9303
2005-08-31,2839.8619
2005-09-07,2839.2789
2005-09-14,2836.9611
2005-09-21,2845.5169
2005-09-28,2852.7182
2005-10-05,2860.3085
2005-10-12,2865.9123
2005-10-19,2870.0199
2005-10-26,2876.3638
2005-11-02,2875.1576
2005-11-09,2886.5037
2005-11-16,2888.6992
2005-11-23,2903.5019
2005-11-30,2903.2071
2005-12-07,2918.1744
2005-12-14,2924.642
2005-12-21,2924.013
2005-12-28,2932.3222
2006-01-04,2934.6646
2006-01-11,2938.6252
2006-01-18,2941.8919
2006-01-25,2950.5132
2006-02-01,2957.4499
2006-02-08,2960.2772
2006-02-15,2971.1413
2006-02-22,2982.912
2006-03-01,2980.4342
2006-03-08,2980.8955
2006-03-15,2988.6223
2006-03-22,3003.3088
2006-03-29,3015.4921
2006-04-05,3021.33
2006-04-12,3016.4886
2006-04-19,3035.4708
2006-04-26,3041.6046
2006-05-03,3039.8433
2006-05-10,3044.1238
2006-05-17,3055.6546
2006-05-24,3069.9884
2006-05-31,3073.9982
2006-06-07,3075.6632
2006-06-14,3078.9348
2006-06-21,3102.0278
2006-06-28,3112.2671
2006-07-05,3106.071
2006-07-12,3113.9205
2006-07-19,3124.2932
2006-07-26,3128.6545
2006-08-02,3125.0799
2006-08-09,3120.3765
2006-08-16,3129.6628
2006-08-23,3139.4245
2006-08-30,3132.0952
2006-09-06,3129.0974
2006-09-13,3123.9389
2006-09-20,3148.4721
2006-09-27,3165.9693
2006-10-04,3294.5849
2006-10-11,3301.5936
2006-10-18,3308.6777
2006-10-25,3314.1361
2006-11-01,3312.9274
2006-11-08,3317.98
2006-11-15,3330.0323
2006-11-22,3342.7206
2006-11-29,3354.1493
2006-12-06,3347.057
2006-12-13,3348.364
2006-12-20,3391.2824
2006-12-27,3394.1254
2007-01-03,3372.0884
2007-01-10,3381.2605
2007-01-17,3387.7013
2007-01-24,3404.2314
2007-01-31,3413.1502
2007-02-07,3405.5817
2007-02-14,3422.1663
2007-02-21,3435.0647
2007-02-28,3425.7864
2007-03-07,3410.2774
2007-03-14,3331.8506
2007-03-21,3349.7683
2007-03-28,3357.9645
2007-04-04,3371.4214
2007-04-11,3384.0592
2007-04-18,3391.8135
2007-04-25,3401.1856
2007-05-02,3401.3234
2007-05-09,3400.9234
2007-05-16,3404.0441
2007-05-23,3419.9401
2007-05-30,3418.9896
2007-06-06,3415.8304
2007-06-13,3412.2827
2007-06-20,3436.5238
2007-06-27,3441.375
2007-07-04,3437.7118
2007-07-11,3442.8588
2007-07-18,3444.1625
2007-07-25,3452.5317
2007-08-01,3456.4262
2007-08-08,3456.8871
2007-08-15,3457.1201
2007-08-22,3476.4513
2007-08-29,3484.6716
2007-09-05,3488.0371
2007-09-12,3501.2084
2007-09-19,3501.1073
2007-09-26,3514.9961
2007-10-03,3501.997
2007-10-10,3505.2173
2007-10-17,3571.3484
2007-10-24,3586.1965
2007-10-31,3590.1697
2007-11-07,3592.9948
2007-11-14,3574.1191
2007-11-21,3586.0381
2007-11-28,3590.9239
2007-12-05,3593.8966
2007-12-12,3585.3844
2007-12-19,3597.7108
2007-12-26,3608.0509
2008-01-02,3611.5529
2008-01-09,3611.0243
2008-01-16,3606.6545
2008-01-23,3615.5794
2008-01-30,3622.0533
2008-02-06,3619.5196
2008-02-13,3617.8969
2008-02-20,3635.2154
2008-02-27,3642.6301
2008-03-05,3635.7515
2008-03-12,3633.4576
2008-03-19,3659.3283
2008-03-26,3652.918
2008-04-02,3657.0115
2008-04-09,3663.0412
2008-04-16,3664.15
2008-04-23,3658.4033
2008-04-30,3658.5099
2008-05-07,3650.8085
2008-05-14,3648.8051
2008-05-21,3658.3108
2008-05-28,3648.4848
2008-06-04,3641.807
2008-06-11,3649.7963
2008-06-18,3642.5596
2008-06-25,3625.3353
2008-07-02,3626.5958
2008-07-09,3623.0013
2008-07-16,3627.2805
2008-07-23,3638.1974
2008-07-30,3631.7565
2008-08-06,3624.4987
2008-08-13,3623.5407
2008-08-20,3638.7435
2008-08-27,3636.4759
2008-09-03,3627.7393
2008-09-10,3625.6743
2008-09-17,3631.9035
2008-09-24,3630.3728
2008-10-01,3821.6999
2008-10-08,3814.3831
2008-10-15,3826.8497
2008-10-22,3832.2128
2008-10-29,3827.7213
2008-11-05,3821.4106
2008-11-12,3829.604
2008-11-19,3820.9723
2008-11-26,3832.152
2008-12-03,3829.2112
2008-12-10,3830.016
2008-12-17,3827.3062
2008-12-24,3814.013
2008-12-31,3800.5992
2009-01-07,3790.7892
2009-01-14,3793.8539
2009-01-21,3804.0243
2009-01-28,3810.5562
2009-02-04,3819.332
2009-02-11,3828.1634
2009-02-18,3826.9398
2009-02-25,3821.6336
2009-03-04,3834.4837
2009-03-11,3844.0212
2009-03-18,3810.5944
2009-03-25,3819.3503
2009-04-01,3824.6799
2009-04-08,3827.1274
2009-04-15,3820.4206
2009-04-22,3811.2159
2009-04-29,3898.7092
2009-05-06,3896.1503
2009-05-13,3873.1961
2009-05-20,3867.5049
2009-05-27,3876.0681
2009-06-03,3885.4091
2009-06-10,3878.3756
2009-06-17,3847.9733
2009-06-24,3847.4347
2009-07-01,3857.8638
2009-07-08,3855.7038
2009-07-15,3841.6171
2009-07-22,3826.9633
2009-07-29,3830.0111
2009-08-05,3834.8485
2009-08-12,3838.2985
2009-08-19,3811.1216
2009-08-26,3798.1081
2009-09-02,3786.8584
2009-09-09,3785.1208
2009-09-16,3768.8444
2009-09-23,3751.9461
2009-09-30,3751.7214
2009-10-07,3749.058
2009-10-14,3737.7032
2009-10-21,3725.725
2009-10-28,3724.239
2009-11-04,3811.1731
2009-11-11,3817.0239
2009-11-18,3805.9219
2009-11-25,3796.6434
2009-12-02,3798.0114
2009-12-09,3794.5659
2009-12-16,3782.7914
2009-12-23,3756.4663
2009-12-30,3767.7897
2010-01-06,3770.6867
2010-01-13,3763.054
2010-01-20,3766.9841
2010-01-27,3744.585
2010-02-03,3740.2718
2010-02-10,3737.8095
2010-02-17,3715.3796
2010-02-24,3710.2046
2010-03-03,3707.0317
2010-03-10,3705.5127
2010-03-17,3698.7129
2010-03-24,3692.6422
2010-03-31,3720.697
2010-04-07,3717.2209
2010-04-14,3717.7793
2010-04-21,3713.2347
2010-04-28,3710.6132
2010-05-05,3705.5507
2010-05-12,3712.3108
2010-05-19,3702.7896
2010-05-26,3689.3363
2010-06-02,3689.5186
2010-06-09,3685.5095
2010-06-16,3685.9952
2010-06-23,3677.5035
2010-06-30,3680.7079
2010-07-07,3674.6265
2010-07-14,3663.8187
2010-07-21,3657.0973
2010-07-28,3652.2927
2010-08-04,3656.2802
2010-08-11,3660.9086
2010-08-18,3653.212
2010-08-25,3648.3447
2010-09-01,3660.1566
2010-09-08,3656.5524
2010-09-15,3639.1807
2010-09-22,3633.842
2010-09-29,3634.9709
2010-10-06,3640.1907
2010-10-13,3622.3598
2010-10-20,3618.7568
2010-10-27,3623.7837
2010-11-03,3635.4929
2010-11-10,3614.6708
2010-11-17,3625.0751
2010-11-24,3624.69
2010-12-01,3626.8171
2010-12-08,3630.785
2010-12-15,3618.1908
2010-12-22,3602.1238
2010-12-29,3602.0525
2011-01-05,3608.7043
2011-01-12,3624.4678
2011-01-19,3602.4795
2011-01-26,3588.6893
2011-02-02,3591.4701
2011-02-09,3588.1438
2011-02-16,3565.696
2011-02-23,3561.1568
2011-03-02,3555.2464
2011-03-09,3554.2916
2011-03-16,3540.9596
2011-03-23,3536.4218
2011-03-30,3526.3911
2011-04-06,3529.5416
2011-04-13,3518.3175
2011-04-20,3523.083
2011-04-27,3518.9987
2011-05-04,3515.0905
2011-05-11,3516.9431
2011-05-18,3501.1933
2011-05-25,3504.9229
2011-06-01,3508.5135
2011-06-08,3502.0209
2011-06-15,3505.3662
2011-06-22,3505.4581
2011-06-29,3495.1231
2011-07-06,3495.7512
2011-07-13,3503.2731
2011-07-20,3495.974
2011-07-27,3495.7458
2011-08-03,3491.8855
2011-08-10,3493.6081
2011-08-17,3492.22
2011-08-24,3489.1696
2011-08-31,3493.8078
2011-09-07,3490.3341
2011-09-14,3484.0909
2011-09-21,3486.1856
2011-09-28,3492.1975
2011-10-05,3492.7193
2011-10-12,3502.3501
2011-10-19,3499.2347
2011-10-26,3492.5897
2011-11-02,3501.9296
2011-11-09,3513.1107
2011-11-16,3515.0756
2011-11-23,3494.526
2011-11-30,3498.7893
2011-12-07,3505.224
2011-12-14,3493.8979
2011-12-21,3478.4707
2011-12-28,3495.7849
2012-01-04,3510.5334
2012-01-11,3515.0243
2012-01-18,3499.621
2012-01-25,3494.7593
2012-02-01,3541.1683
2012-02-08,3539.6898
2012-02-15,3537.5007
2012-02-22,3534.5805
2012-02-29,3546.0229
2012-03-07,3550.9028
2012-03-14,3545.3201
2012-03-21,3540.9759
2012-03-28,3544.5132
2012-04-04,3533.6691
2012-04-11,3543.3092
2012-04-18,3547.1949
2012-04-25,3536.0068
2012-05-02,3541.5406
2012-05-09,3545.5118
2012-05-16,3546.4109
2012-05-23,3533.0987
2012-05-30,3533.0173
2012-06-06,3539.6122
2012-06-13,3526.2725
2012-06-20,3525.5197
2012-06-27,3531.4611
2012-07-04,3524.7847
2012-07-11,3528.6992
2012-07-18,3523.2083
2012-07-25,3521.1263
2012-08-01,3525.7016
2012-08-08,3532.1281
2012-08-15,3525.9165
2012-08-22,3519.011
2012-08-29,3527.6214
2012-09-05,3526.5203
2012-09-12,3543.0566
2012-09-19,3532.032
2012-09-26,3518.3893
2012-10-03,3527.4329
2012-10-10,3533.6953
2012-10-17,3523.4321
2012-10-24,3521.2592
2012-10-31,3527.6643
2012-11-07,3568.108
2012-11-14,3556.1323
2012-11-21,3547.4376
2012-11-28,3554.9662
2012-12-05,3541.0838
2012-12-12,3538.5152
2012-12-19,3554.3472
2012-12-26,3557.113
2013-01-02,3563.3858
2013-01-09,3564.8041
2013-01-16,3559.9621
2013-01-23,3553.1823
2013-01-30,3562.2673
2013-02-06,3563.3658
2013-02-13,3552.895
2013-02-20,3544.6619
2013-02-27,3554.8914
2013-03-06,3557.0075
2013-03-13,3547.3748
2013-03-20,3544.9679
2013-03-27,3544.241
2013-04-03,3555.4672
2013-04-10,3564.882
2013-04-17,3549.9436
2013-04-24,3544.6655
2013-05-01,3551.6766
2013-05-08,3550.1937
2013-05-15,3547.2436
2013-05-22,3542.5302
2013-05-29,3543.4682
2013-06-05,3542.3847
2013-06-12,3554.2937
2013-06-19,3551.9749
2013-06-26,3537.4806
2013-07-03,3538.9785
2013-07-10,3537.7393
2013-07-17,3542.5021
2013-07-24,3531.1092
2013-07-31,3535.4026
2013-08-07,3535.1452
2013-08-14,3522.1996
2013-08-21,3525.7479
2013-08-28,3525.3744
2013-09-04,3527.7301
2013-09-11,3530.3705
2013-09-18,3527.6199
2013-09-25,3522.9169
2013-10-02,3524.6317
2013-10-09,3523.4572
2013-10-16,3522.9611
2013-10-23,3523.917
2013-10-30,3524.8817
2013-11-06,3526.1036
2013-11-13,3522.825
2013-11-20,3538.2657
2013-11-27,3532.0401
2013-12-04,3528.5494
2013-12-11,3525.6731
2013-12-18,3535.7341
2013-12-25,3533.0302
2014-01-01,3534.3378
2014-01-08,3529.4497
2014-01-15,3532.5876
2014-01-22,3540.3238
2014-01-29,3539.2721
2014-02-05,3536.6062
2014-02-12,3547.1097
2014-02-19,3551.4517
2014-02-26,3543.6322
2014-03-05,3549.4038
2014-03-12,3556.7956
2014-03-19,3566.2121
2014-03-26,3563.7657
2014-04-02,3568.1809
2014-04-09,3568.3442
2014-04-16,3572.3741
2014-04-23,3577.373
2014-04-30,3580.248
2014-05-07,3574.1115
2014-05-14,3576.1091
2014-05-21,3586.6344
2014-05-28,3586.9302
2014-06-04,3592.9541
2014-06-11,3596.951
2014-06-18,3602.334
2014-06-25,3599.6743
2014-07-02,3603.7788
2014-07-09,3595.8551
2014-07-16,3604.0905
2014-07-23,3608.5316
2014-07-30,3610.3533
2014-08-06,3607.1608
2014-08-13,3608.7205
2014-08-20,3626.495
2014-08-27,3618.7538
2014-09-03,3616.1027
2014-09-10,3617.2913
2014-09-17,3619.4775
2014-09-24,3625.0212
2014-10-01,3616.6514
2014-10-08,3615.3307
2014-10-15,3617.8013
2014-10-22,3630.2379
2014-10-29,3620.8081
2014-11-05,3620.5311
2014-11-12,3628.301
2014-11-19,3630.2917
2014-11-26,3626.5508
2014-12-03,3630.1363
2014-12-10,3631.5218
2014-12-17,3637.8946
2014-12-24,3639.1541
2014-12-31,3649.0933
2015-01-07,3645.1959
2015-01-14,3649.7981
2015-01-21,3656.9187
2015-01-28,3661.136
2015-02-04,3657.6655
2015-02-11,3664.7512
2015-02-18,3671.3285
2015-02-25,3694.4175
2015-03-04,3695.3831
2015-03-11,3703.8885
2015-03-18,3713.0415
2015-03-25,3713.5914
2015-04-01,3721.4743
2015-04-08,3720.5309
2015-04-15,3718.2525
2015-04-22,3720.6601
2015-04-29,3721.3353
2015-05-06,3721.5215
2015-05-13,3721.752
2015-05-20,3733.0828
2015-05-27,3735.7179
2015-06-03,3741.4547
2015-06-10,3745.5934
2015-06-17,3749.6767
2015-06-24,3750.9161
2015-07-01,3757.7862
2015-07-08,3756.4879
2015-07-15,3757.1729
2015-07-22,3765.1218
2015-07-29,3768.3608
2015-08-05,3765.8519
2015-08-12,3776.5891
2015-08-19,3782.3939
2015-08-26,3778.4966
2015-09-02,3783.9049
2015-09-09,3785.5375
2015-09-16,3790.6394
2015-09-23,3797.5493
2015-09-30,3809.164
2015-10-07,3803.5331
2015-10-14,3805.0553
2015-10-21,3813.2349
2015-10-28,3817.5485
2015-11-04,3836.3051
2015-11-11,3842.1865
2015-11-18,3849.9595
2015-11-25,3851.5672
2015-12-02,3855.0725
2015-12-09,3860.2222
2015-12-16,3867.8102
2015-12-23,3877.675
2015-12-30,3881.4724
2016-01-06,3882.1731
2016-01-13,3881.2803
2016-01-20,3891.9658
