DATE,RHEACBW027SBOG
2009-11-25,605.1237
2009-12-02,604.5629
2009-12-09,604.3275
2009-12-16,603.4844
2009-12-23,602.7623
2009-12-30,602.0169
2010-01-06,600.8603
2010-01-13,600.0919
2010-01-20,599.3999
2010-01-27,599.0722
2010-02-03,599.4347
2010-02-10,599.6681
2010-02-17,599.394
2010-02-24,598.8914
2010-03-03,597.9262
2010-03-10,597.8467
2010-03-17,597.6218
2010-03-24,597.8852
2010-03-31,604.0601
2010-04-07,602.8957
2010-04-14,602.7408
2010-04-21,601.8886
2010-04-28,601.2569
2010-05-05,600.2636
2010-05-12,600.0096
2010-05-19,599.5373
2010-05-26,599.4943
2010-06-02,598.5669
2010-06-09,598.3782
2010-06-16,597.5703
2010-06-23,596.6784
2010-06-30,597.0538
2010-07-07,596.8951
2010-07-14,596.2866
2010-07-21,596.4356
2010-07-28,595.8283
2010-08-04,595.1289
2010-08-11,594.9186
2010-08-18,594.7989
2010-08-25,594.2695
2010-09-01,593.2738
2010-09-08,592.6114
2010-09-15,591.6603
2010-09-22,591.1363
2010-09-29,590.8179
2010-10-06,590.4793
2010-10-13,589.519
2010-10-20,588.4957
2010-10-27,587.5949
2010-11-03,586.7685
2010-11-10,586.3237
2010-11-17,585.6519
2010-11-24,584.6489
2010-12-01,583.9103
2010-12-08,583.526
2010-12-15,582.2525
2010-12-22,581.1656
2010-12-29,579.6782
2011-01-05,578.8645
2011-01-12,578.1771
2011-01-19,577.4846
2011-01-26,576.9508
2011-02-02,576.0385
2011-02-09,575.452
2011-02-16,574.6707
2011-02-23,574.1569
2011-03-02,572.9647
2011-03-09,572.8419
2011-03-16,571.977
2011-03-23,571.6363
2011-03-30,570.5424
2011-04-06,570.014
2011-04-13,569.4049
2011-04-20,569.2217
2011-04-27,568.3165
2011-05-04,567.6756
2011-05-11,567.1442
2011-05-18,566.5715
2011-05-25,566.0354
2011-06-01,565.5579
2011-06-08,564.7401
2011-06-15,564.2061
2011-06-22,563.8225
2011-06-29,562.5684
2011-07-06,561.8562
2011-07-13,561.0459
2011-07-20,560.4624
2011-07-27,559.279
2011-08-03,558.7784
2011-08-10,558.5978
2011-08-17,557.6899
2011-08-24,557.0703
2011-08-31,557.0785
2011-09-07,556.8165
2011-09-14,556.2288
2011-09-21,555.4304
2011-09-28,555.4434
2011-10-05,554.5283
2011-10-12,554.0365
2011-10-19,553.7457
2011-10-26,552.8651
2011-11-02,552.403
2011-11-09,551.849
2011-11-16,551.8679
2011-11-23,551.173
2011-11-30,550.5863
2011-12-07,549.8158
2011-12-14,549.0504
2011-12-21,548.5713
2011-12-28,550.2687
2012-01-04,550.6245
2012-01-11,549.5226
2012-01-18,548.9158
2012-01-25,548.2416
2012-02-01,552.9688
2012-02-08,552.0824
2012-02-15,551.1066
2012-02-22,550.3399
2012-02-29,549.6306
2012-03-07,548.4304
2012-03-14,547.5171
2012-03-21,546.9322
2012-03-28,546.2113
2012-04-04,546.463
2012-04-11,545.8859
2012-04-18,545.2456
2012-04-25,544.6561
2012-05-02,544.0263
2012-05-09,543.3461
2012-05-16,542.6232
2012-05-23,542.2681
2012-05-30,541.5476
2012-06-06,540.9019
2012-06-13,540.0539
2012-06-20,539.3813
2012-06-27,538.512
2012-07-04,536.2438
2012-07-11,535.6935
2012-07-18,534.914
2012-07-25,533.8786
2012-08-01,533.101
2012-08-08,532.4711
2012-08-15,531.3318
2012-08-22,530.6506
2012-08-29,529.6024
2012-09-05,528.6919
2012-09-12,527.5229
2012-09-19,526.8489
2012-09-26,525.6334
2012-10-03,524.4769
2012-10-10,523.7647
2012-10-17,522.5331
2012-10-24,521.5833
2012-10-31,520.4463
2012-11-07,520.2712
2012-11-14,519.3875
2012-11-21,518.9495
2012-11-28,518.1166
2012-12-05,517.0421
2012-12-12,516.0906
2012-12-19,515.3904
2012-12-26,514.4327
2013-01-02,513.4598
2013-01-09,512.4695
2013-01-16,511.4642
2013-01-23,510.7328
2013-01-30,510.1174
2013-02-06,509.3918
2013-02-13,509.1359
2013-02-20,508.8478
2013-02-27,508.0342
2013-03-06,507.0171
2013-03-13,506.2534
2013-03-20,505.6708
2013-03-27,504.224
2013-04-03,503.05
2013-04-10,501.7015
2013-04-17,499.6234
2013-04-24,498.5376
2013-05-01,497.3738
2013-05-08,496.3376
2013-05-15,495.3572
2013-05-22,494.3843
2013-05-29,493.7079
2013-06-05,492.8074
2013-06-12,492.2643
2013-06-19,491.908
2013-06-26,490.9013
2013-07-03,489.9555
2013-07-10,489.3304
2013-07-17,488.4287
2013-07-24,487.3972
2013-07-31,486.372
2013-08-07,486.351
2013-08-14,486.424
2013-08-21,486.4967
2013-08-28,485.4519
2013-09-04,484.7555
2013-09-11,483.8904
2013-09-18,483.3022
2013-09-25,482.4459
2013-10-02,481.3921
2013-10-09,481.1572
2013-10-16,480.4194
2013-10-23,479.7436
2013-10-30,479.6114
2013-11-06,478.4633
2013-11-13,477.0928
2013-11-20,475.8566
2013-11-27,474.9115
2013-12-04,474.8232
2013-12-11,474.4634
2013-12-18,473.752
2013-12-25,473.2418
2014-01-01,472.8783
2014-01-08,472.1609
2014-01-15,471.5675
2014-01-22,470.9558
2014-01-29,470.3356
2014-02-05,469.9067
2014-02-12,469.5385
2014-02-19,469.0881
2014-02-26,468.7574
2014-03-05,470.0329
2014-03-12,469.6748
2014-03-19,469.201
2014-03-26,468.7931
2014-04-02,468.3723
2014-04-09,468.3339
2014-04-16,468.2982
2014-04-23,467.7442
2014-04-30,467.389
2014-05-07,467.0451
2014-05-14,466.9227
2014-05-21,466.7762
2014-05-28,466.2476
2014-06-04,465.9682
2014-06-11,465.7715
2014-06-18,465.722
2014-06-25,465.241
2014-07-02,464.8582
2014-07-09,464.2761
2014-07-16,464.1916
2014-07-23,463.7342
2014-07-30,463.4649
2014-08-06,462.7297
2014-08-13,462.2391
2014-08-20,462.1911
2014-08-27,461.5285
2014-09-03,461.2335
2014-09-10,460.6722
2014-09-17,460.4561
2014-09-24,460.2082
2014-10-01,460.4196
2014-10-08,460.2656
2014-10-15,460.3119
2014-10-22,460.3278
2014-10-29,459.9631
2014-11-05,459.7629
2014-11-12,459.4812
2014-11-19,459.2483
2014-11-26,458.7643
2014-12-03,458.8505
2014-12-10,458.5834
2014-12-17,458.1972
2014-12-24,457.6326
2014-12-31,457.6907
2015-01-07,457.8717
2015-01-14,457.1979
2015-01-21,457.2691
2015-01-28,457.1372
2015-02-04,456.8509
2015-02-11,456.4262
2015-02-18,455.7948
2015-02-25,457.1668
2015-03-04,456.8359
2015-03-11,456.392
2015-03-18,455.3243
2015-03-25,454.703
2015-04-01,454.7196
2015-04-08,454.1301
2015-04-15,453.9734
2015-04-22,453.5545
2015-04-29,453.4133
2015-05-06,452.9936
2015-05-13,452.2475
2015-05-20,451.677
2015-05-27,451.1955
2015-06-03,450.5768
2015-06-10,449.8453
2015-06-17,449.2694
2015-06-24,448.8837
2015-07-01,448.3197
2015-07-08,447.656
2015-07-15,447.2244
2015-07-22,446.6994
2015-07-29,446.2838
2015-08-05,445.6354
2015-08-12,444.7552
2015-08-19,443.7792
2015-08-26,443.4271
2015-09-02,443.3407
2015-09-09,444.8894
2015-09-16,444.3221
2015-09-23,443.793
2015-09-30,443.4365
2015-10-07,442.8678
2015-10-14,442.2397
2015-10-21,442.2258
2015-10-28,442.4744
2015-11-04,442.3823
2015-11-11,442.054
2015-11-18,442.0493
2015-11-25,441.8161
2015-12-02,441.674
2015-12-09,441.6706
2015-12-16,441.1687
2015-12-23,440.9768
2015-12-30,440.561
2016-01-06,440.0708
2016-01-13,439.3525
2016-01-20,437.6231
2016-01-27,437.306
2016-02-03,436.8855
2016-02-10,436.4949
2016-02-17,436.0035
2016-02-24,435.5737
2016-03-02,435.228
2016-03-09,434.9244
2016-03-16,434.1039
2016-03-23,433.5842
2016-03-30,432.9488
2016-04-06,432.2339
2016-04-13,431.4617
2016-04-20,431.1007
2016-04-27,430.772
2016-05-04,430.2433
2016-05-11,429.8558
2016-05-18,429.2614
2016-05-25,428.7724
2016-06-01,428.4385
2016-06-08,427.9439
2016-06-15,427.5137
2016-06-22,426.9122
2016-06-29,426.8037
2016-07-06,426.5867
2016-07-13,425.8431
2016-07-20,425.0242
2016-07-27,424.66
2016-08-03,424.3677
2016-08-10,423.7902
2016-08-17,423.0803
2016-08-24,422.4289
2016-08-31,422.1538
2016-09-07,421.1616
2016-09-14,420.1935
2016-09-21,419.6013
2016-09-28,419.379
2016-10-05,419.0755
2016-10-12,418.0596
2016-10-19,416.3353
2016-10-26,415.1224
2016-11-02,414.256
2016-11-09,413.4303
2016-11-16,412.6775
2016-11-23,411.5373
2016-11-30,410.7559
2016-12-07,408.239
2016-12-14,407.4531
2016-12-21,406.2408
2016-12-28,405.4084
2017-01-04,402.8383
2017-01-11,402.5723
2017-01-18,402.4485
2017-01-25,402.5072
2017-02-01,402.3588
2017-02-08,402.1021
2017-02-15,401.9925
2017-02-22,401.9109
2017-03-01,401.7978
2017-03-08,401.6185
2017-03-15,401.4239
2017-03-22,401.271
2017-03-29,400.9061
2017-04-05,400.6246
2017-04-12,400.0797
2017-04-19,399.566
2017-04-26,398.7871
2017-05-03,398.3179
2017-05-10,398.2176
2017-05-17,397.4619
2017-05-24,396.8469
2017-05-31,396.7147
2017-06-07,396.0608
2017-06-14,395.7229
2017-06-21,394.995
2017-06-28,394.6802
2017-07-05,394.3017
2017-07-12,393.7242
2017-07-19,393.1265
2017-07-26,392.4888
2017-08-02,391.6903
2017-08-09,391.2952
2017-08-16,390.6684
2017-08-23,390.0476
2017-08-30,389.6033
2017-09-06,388.9499
2017-09-13,388.4034
2017-09-20,388.0289
2017-09-27,387.5724
2017-10-04,387.0898
2017-10-11,386.7188
2017-10-18,386.4467
2017-10-25,385.6209
2017-11-01,384.8387
2017-11-08,384.4612
2017-11-15,383.985
2017-11-22,383.6748
2017-11-29,383.2734
2017-12-06,382.9864
2017-12-13,382.4362
2017-12-20,382.0442
2017-12-27,381.7381
2018-01-03,381.0073
2018-01-10,380.4604
2018-01-17,379.9183
2018-01-24,378.9846
2018-01-31,378.2531
2018-02-07,377.6943
2018-02-14,376.9991
2018-02-21,376.1559
2018-02-28,375.3007
2018-03-07,374.4124
2018-03-14,373.36
2018-03-21,372.3286
2018-03-28,371.4992
2018-04-04,370.5943
2018-04-11,369.9014
2018-04-18,369.62
2018-04-25,368.5378
2018-05-02,367.8533
2018-05-09,367.0873
2018-05-16,364.9119
2018-05-23,364.1677
2018-05-30,363.6508
2018-06-06,362.8528
2018-06-13,362.1813
2018-06-20,361.7189
2018-06-27,361.3324
2018-07-04,360.6714
2018-07-11,359.9885
2018-07-18,359.4448
2018-07-25,358.9142
2018-08-01,358.0722
2018-08-08,357.527
2018-08-15,356.9108
2018-08-22,356.3728
2018-08-29,355.9088
2018-09-05,355.4173
2018-09-12,354.8006
2018-09-19,354.3755
2018-09-26,353.6218
2018-10-03,353.405
2018-10-10,353.3795
2018-10-17,353.226
2018-10-24,352.722
2018-10-31,352.1545
2018-11-07,351.7133
2018-11-14,351.3926
2018-11-21,351.0265
2018-11-28,350.623
2018-12-05,350.0576
2018-12-12,349.5537
2018-12-19,349.1783
2018-12-26,348.1809
2019-01-02,351.3057
2019-01-09,350.6285
2019-01-16,350.2992
2019-01-23,349.741
2019-01-30,348.9587
2019-02-06,348.1811
2019-02-13,347.6947
2019-02-20,347.1751
2019-02-27,346.5052
2019-03-06,345.9753
2019-03-13,345.2128
2019-03-20,344.2438
2019-03-27,343.3732
2019-04-03,342.9093
2019-04-10,342.6901
2019-04-17,342.6004
2019-04-24,341.5916
2019-05-01,341.013
2019-05-08,340.1452
2019-05-15,339.5076
2019-05-22,338.8983
2019-05-29,338.4478
2019-06-05,337.716
2019-06-12,337.1118
2019-06-19,336.8649
2019-06-26,336.1396
2019-07-03,334.9594
2019-07-10,334.6395
2019-07-17,334.0911
2019-07-24,333.4253
2019-07-31,333.2269
2019-08-07,332.7316
2019-08-14,332.0076
2019-08-21,331.7211
2019-08-28,331.0871
2019-09-04,330.4911
2019-09-11,329.8051
2019-09-18,329.4245
2019-09-25,328.8272
2019-10-02,327.4008
2019-10-09,326.5266
2019-10-16,326.7954
2019-10-23,326.0558
2019-10-30,325.0484
2019-11-06,325.0803
2019-11-13,324.3048
2019-11-20,323.8067
2019-11-27,323.1131
2019-12-04,322.622
2019-12-11,322.0798
2019-12-18,321.3229
2019-12-25,320.6135
2020-01-01,320.4902
2020-01-08,320.0387
2020-01-15,319.5247
2020-01-22,318.8671
2020-01-29,318.3046
2020-02-05,317.6902
2020-02-12,316.8904
2020-02-19,316.366
2020-02-26,315.9176
2020-03-04,315.6267
2020-03-11,315.847
2020-03-18,317.4051
2020-03-25,318.221
2020-04-01,318.0412
2020-04-08,317.6643
2020-04-15,315.399
2020-04-22,314.9859
2020-04-29,313.8661
2020-05-06,312.9571
2020-05-13,311.6648
2020-05-20,310.5338
2020-05-27,309.469
2020-06-03,308.0029
2020-06-10,307.2309
2020-06-17,306.2668
2020-06-24,305.1351
2020-07-01,304.6004
2020-07-08,303.9777
2020-07-15,303.6823
2020-07-22,302.8607
2020-07-29,301.9141
2020-08-05,300.6245
2020-08-12,299.6799
2020-08-19,298.7645
2020-08-26,298.0896
2020-09-02,297.0014
2020-09-09,296.1941
2020-09-16,295.0792
2020-09-23,294.1117
2020-09-30,293.0743
2020-10-07,292.2571
2020-10-14,291.5667
2020-10-21,290.2811
2020-10-28,288.9855
2020-11-04,288.1745
2020-11-11,287.4775
2020-11-18,286.4649
2020-11-25,285.3654
2020-12-02,284.2684
2020-12-09,283.6067
2020-12-16,282.6114
2020-12-23,281.53
2020-12-30,280.8833
2021-01-06,281.1051
2021-01-13,280.3437
2021-01-20,279.4618
2021-01-27,278.3389
2021-02-03,277.0159
2021-02-10,276.1215
2021-02-17,275.2482
2021-02-24,274.3172
2021-03-03,273.5548
2021-03-10,272.7334
2021-03-17,271.3327
2021-03-24,270.2073
2021-03-31,269.8104
2021-04-07,269.1552
2021-04-14,268.2814
2021-04-21,266.6709
2021-04-28,265.8826
2021-05-05,265.0006
2021-05-12,264.3024
2021-05-19,264.207
2021-05-26,263.624
2021-06-02,262.9719
2021-06-09,262.2883
2021-06-16,261.611
2021-06-23,261.0735
2021-06-30,260.5082
2021-07-07,259.7471
2021-07-14,259.124
2021-07-21,258.5139
2021-07-28,257.9133
2021-08-04,257.3563
2021-08-11,256.7097
2021-08-18,256.235
2021-08-25,255.6844
2021-09-01,255.0363
2021-09-08,254.6631
2021-09-15,254.0401
2021-09-22,253.5561
2021-09-29,253.1647
2021-10-06,252.9059
2021-10-13,250.91
2021-10-20,250.7093
2021-10-27,252.0486
2021-11-03,251.8835
2021-11-10,251.4186
2021-11-17,251.1302
2021-11-24,250.5608
2021-12-01,250.094
2021-12-08,249.6343
2021-12-15,249.2598
2021-12-22,248.8732
2021-12-29,248.5647
2022-01-05,247.9696
2022-01-12,247.7142
2022-01-19,247.4854
2022-01-26,247.4175
2022-02-02,247.1031
2022-02-09,247.0358
2022-02-16,246.8854
2022-02-23,246.8468
2022-03-02,246.9549
2022-03-09,247.0873
2022-03-16,246.9084
2022-03-23,246.8674
2022-03-30,246.9925
2022-04-06,246.3637
2022-04-13,246.9502
2022-04-20,247.5724
2022-04-27,247.5739
2022-05-04,247.7361
2022-05-11,247.9693
2022-05-18,247.9113
2022-05-25,248.0136
2022-06-01,248.1664
2022-06-08,248.4631
2022-06-15,248.9637
2022-06-22,249.3284
2022-06-29,249.838
2022-07-06,250.0736
2022-07-13,250.0723
2022-07-20,250.2662
2022-07-27,250.6772
2022-08-03,250.8786
2022-08-10,251.3165
2022-08-17,251.4817
2022-08-24,251.46
2022-08-31,251.8417
2022-09-07,251.7243
2022-09-14,252.1506
2022-09-21,252.4427
2022-09-28,252.7519
2022-10-05,253.1791
2022-10-12,253.7129
2022-10-19,253.9594
2022-10-26,253.5393
2022-11-02,253.7683
2022-11-09,253.9136
2022-11-16,253.9885
2022-11-23,254.1064
2022-11-30,254.2939
2022-12-07,255.0695
2022-12-14,255.1152
2022-12-21,255.7119
2022-12-28,255.8103
2023-01-04,255.5626
2023-01-11,255.4454
2023-01-18,255.4507
2023-01-25,255.5199
2023-02-01,255.6187
2023-02-08,255.6002
2023-02-15,255.1738
2023-02-22,255.206
2023-03-01,255.2013
2023-03-08,255.0615
2023-03-15,255.0774
2023-03-22,254.9359
2023-03-29,254.1597
2023-04-05,254.4107
2023-04-12,254.2179
2023-04-19,254.4689
2023-04-26,254.69
2023-05-03,254.402
2023-05-10,254.077
2023-05-17,254.0462
2023-05-24,253.7854
2023-05-31,253.7178
2023-06-07,253.6872
2023-06-14,253.7761
2023-06-21,253.699
